"""都市ガスの製造設備に関する次の記述のうち、いずれも誤っているものの組合せはどれか。

（イ）　PC式平底円筒形貯槽は、金属二重殼式貯槽と防液堤を一体化した貯槽であり、内槽と外槽の間の空間には、外部入熱を防ぐため断熱材(パーライト)が充てんされ、断熱効果を高めるため高度の真空状態に保たれている。

（ロ）　斜流ポンプは、遠心力と羽根の揚力によって液体に圧力を与えるものである。

（ハ）　ポンプの性能曲線図は、ポンプの規定回転数における吐出量、全揚程、ポンプ効率、軸動力等の関係を示すものである。

（二）　LPGポンプは、LNG1次受入基地等では遠心式サブマージドポンプ、LNG2次受入基地やLNGサテライト基地等ではベーン式ポンプ、キャンドモーターポンプが用いられる場合が多い。

（ホ）ポンプのキャビテーションを防止するためには、有効吸込ヘッドを必要有効吸込へッドより小さくする必要がある。""",イ、ロ,イ、ホ,口、ニ,ハ、二,ハ、ホ,,,,,イ、ホ,"""内槽と外槽の間の空間には、外部入熱を防ぐため断熱材(パーライト)と不活性ガス(窒素)を充てんしている。
[都市ガス工業概要 (製造編) P41 3.3.1 地上式LNG貯槽 (１) （2）]
ポンプのキャビテーションを防止するためには、常に有効吸込ヘッド>必要有効吸込ヘッドの関係を維持しなければならない。
[都市ガス工業概要 (製造編) P58 3.5.1 ポンプ (4) ②]""",,,,,,,,,,,
"""製造所の電気設備及び計装設備に関する次の記述のうち、いずれも誤っているものの組合せはどれか。

（イ）　無停電電源装置(UPS)の原理は、交流入力を整流部で直流に変換し蓄電池に充電するとともに、インバーター部で一定電圧、一定周波数の交流に変換後出力される。

（ロ）　外部雷保護システムは、雷撃によって生ずる火災、設備破損又は人畜への傷害を防止することを目的とするもので、受雷部システム、引下げ導線システム及び接地システム等から構成される。

（ハ）　遠隔操作弁では、弁体の開閉動作をする可動部にスピードコントローラーを取り付け、電気信号により制御システムに開閉状態を伝えることができる。

（ニ）　超音波式流量計は、流体が腐食性のものやスラリー状のもの及びダスト含有のものの影響は受けないが、温度・密度・粘度の影響は受けやすい。

（ホ）　ディスプレースメント式液面計は、測定範囲が広く、液密度の変化が測定誤差となるが、精度は高い。""",イ、ロ,イ、ホ,口、ニ,ハ、ニ,ハ、ホ,,,,,ハ、ニ,"""弁体の開閉動作をする可動部の全開、全閉位置などにリミットスイッチを取り付け、電気信号により制御システムに開閉状態を伝えることができる。
[都市ガス工業概要 (製造編) P126 3.12.5 遠隔操作弁 (3)]
超音波式流量計は、 流体の温度・密度・粘度の影響を受けない。
[都市ガス工業概要 (製造編) P113 3.12.4 計測機器 (3)]""",,,,,,,,,,,
"""都市ガスの熱量調整と燃焼性管理に関する次の記述のうち、いずれも誤っているものの組合せはどれか。

（イ）　燃焼速度は、ガスの組成、空気比等の条件により変化する値であり、どのガスでも組成に応じてある空気比のときに最大となる。この値を最大燃焼速度(MCP)という。

（ロ）　ウォッベ指数(WI)は次式で表される。WI　=　H　/　√s
ここでHはガスの総発熱量(MJ/㎥)、sはガスの密度(kg/㎥)である。

（ハ）　天然ガス(発熱量: 43MJ/㎥)をLPG(発熱量: 100MJ/㎥)で増熱して45MJ/㎥の13Aガスを50000㎥製造する場合の天然ガスの必要量X(㎥)は、次式を解くことによって求められる。
43　×　X　+　100　×　(50000　-　X)　=　45　×　50000

（ニ）　LPGを用いて増熱し熱量を調整する場合、LPGの燃焼速度は比較的速いため、WI-MCP図で、混合ガスの燃焼性の範囲を確認する。

（ホ）液ーガス熱量調整方式により天然ガス(NG)をLPGで熱量調整する場合、NGの温度により運転範囲の制限を受ける場合があり、LPGの混合量を制限するか、NGの予熱が必要になる。""",イ、ハ,イ、ホ,口、二,口、ホ,ハ、二,,,,,口、二,"""ウォッベ指数　(WI)　は、ガスの総発熱量　(MJ/m³)　/　√ガスの比重(空気 = 1) の式で表される。
[都市ガス工業概要 (製造編) P145 4.2.2 燃焼性]
LPGを用いて増熱し熱量を調整する場合、LPGの燃焼速度は比較的遅いため、WI-MCP図で、混合ガスの燃焼性の範囲を確認する。
〔都市ガス工業概要 (製造編) P150 4.3.2 増熱と希釈 (1)〕""",,,,,,,,,,,
"""都市ガスの付臭に関する次の記述のうち、いずれも誤っているものの組合せはどれか。

（イ）　付臭剤の備えるべき要件の一つとして、一般に存在するにおい(生活臭)とは明瞭に区別でき、 かつ、だれもがガス臭であると認識できるにおいであることがあげられる。

（ロ）　ガスの臭気濃度は、高すぎるとガス器具の点火や消火の際のわずかな未燃ガス等をガスの漏えいと誤認しやすくなる一方、低すぎると漏えいを検知しにくくなることがある。

（ハ）　代表的な付臭剤であるターシャリーブチルメルカプタン(TBM)、ジメチルサルファイド (DMS)、シクロヘキセンは、いずれも構成元素に硫黄(S)を含む。

（二）　付臭剤を注入する方式は、大別して液体注入方式、蒸発方式及び液付臭方式の3種類があるが、液付臭方式では製造するガス流量に応じた付臭剤注入量の制御が不要である。

（ホ）　パネル法による臭気濃度の測定において、4人のパネルの感知希釈倍数がそれぞれ3000倍、1500倍、1500倍、1500倍であったとき、このガスの臭気濃度は1500倍である。""",イ、ロ,イ、ニ,口、ホ,ハ、二,ハ、ホ,,,,,ハ、ホ,"""シクロヘキセンは構成元素に硫黄(S)を含まない。
[都市ガス工業概要 (製造編) P170 6.2 付臭剤　表 6.1 代表的な付臭剤成分と物性]
(3000　+　1500　+　1500　+　1500)　/　4　=　1800（切り捨てにより有効数字2けた）
[都市ガス工業概要 (製造編) P175 176 6.4.2 臭気濃度の測定方法 (1) 3　表 6.4 臭気濃度の計算例]""",,,,,,,,,,,
"""製造所の停電対策に関する次の記述のうち、いずれも誤っているものの組合せはどれか。

（イ）　買電のみで保安電力を確保するためには、常用線とは系統の異なる予備回線又はそれに相当するもの等保安電力として措置されたものが必要である。

（ロ）　非常用発電設備の定格容量は、負荷の積み上げ合計値と同じでよい。

（ハ）　BOG 圧縮機の停止時間が長くなるとLNG貯槽の内部圧力が上昇するので、内部圧力の監視を強化し、必要に応じて放散処理設備による降圧の準備等を行う。

（ニ）　停電が発生した場合、買電で稼働していたガス製造設備が安全側に移行、停止していること及び保安電源等が正常に作動していることを確認する必要がある。

（ホ）　保安電力は、買電(保安電力として措置されたものに限る)又は自家発電によるものとし、蓄電池を用いてはならない。""",イ、ハ,イ、ホ,ロ、ホ,ハ、二,ハ、ホ,,,,,ロ、ホ,"""非常用発電設備の定格容量は、負荷の積み上げ合計値よりも十分大きいものが必要となる。
[都市ガス工業概要 (製造編) P133　3.13.2 保安電源 (1)]
保安電力は、買電、自家発電、蓄電池等による電力又は電力以外の動力源の中から選定する。
[都市ガス工業概要 (製造編) P132 3. 13.2 保安電源]""",,,,,,,,,,,
"""製造設備の操業に関する次の記述のうち、いずれも誤っているものの組合せはどれか。

（イ）　ボイルオフガス(BOG)を送出ガスに混入する場合には、熱量調整用LPGの混入量増加等、送出ガスの品質管理に留意する必要がある。

（ロ）　LNG貯槽内のロールオーバー現象の発生を防止するため、貯槽内LNGの水平方向の密度分布を監視することが必要である。

（ハ）　個別設備の稼働調整方式の1つである圧力制御方式は、急激な需要変動に追従できる制御方式である。

（ニ）　ガス製造能力に関係する設備の定期修理計画策定にあたっては、ガス製造計画・製造設備稼働計画を元にして、ピーク時における最大必要能力を確保した定期修理計画を策定する。

（ホ）　製造設備の巡視点検は、保安規程に定める内容等に基づき実施するものとし、目視等の五感に頼らないことが重要である。""",イ、ロ,イ、二,口、ホ,ハ、二,ハ、ホ,,,,,口、ホ,"""LNG貯槽内のロールオーバー現象の発生を防止するため、受入中の貯槽内LNGの高さ方向の密度分布を常時監視する必要がある。
[都市ガス工業概要 (製造編) P12　2.2.2.3 取扱上の留意事項 (5) <層状化の防止 > ]
製造設備の巡視点検は、保安規程に定める内容を満足するほか、現場にて主として目視等の五感により、運転状況、外面からの損傷、漏えい、汚れ、振動、異音及び取り付け状況等を点検する。
[都市ガス工業概要 (製造編) P230 9.6.4 巡視点検]""",,,,,,,,,,,
"""製造設備の保全に関する次の記述のうち、いずれも誤っているものの組合せはどれか。

（イ）　溶接部において溶融金属が冷却される際に収縮することにより、圧縮の残留応力が生じる。

（ロ）　部材に形状的な不連続や切り欠きが存在して応力集中が高くなるほど、疲労強度は低下する。

（ハ）　材料表面層の残留応力は引張りの場合は疲労強度の低下、圧縮の場合は上昇の方向へ作用する。

（ニ）　超音波探傷試験(UT)は、検査物の片側だけから検査できるが、割れのような平面欠陥の検出には適さない。

（ホ）　放射線透過試験(RT)は、欠陥の形状をフィルム上に投影された像として見ることができるので、わかりやすい。""",イ、ニ,イ、ホ,ロ、ハ,口、ホ,ハ、ニ,,,,,イ、ニ,"""溶接部において溶接金属が冷却される際に収縮することにより、引張りの残留応力が生じる。
[都市ガス工業概要 (製造編) P252　10.3.1 劣化と対策 (2) ④ (c)]
超音波探傷試験　(UT)　は、割れのような平面欠陥の検出に適している。
[都市ガス工業概要 (製造編) P257 10.3.2 検査 (3) ② (b)]""",,,,,,,,,,,
"""環境対策及び省エネルギーに関する次の記述のうち、いずれも誤っているものの組合せはどれか。

（イ）　都市ガスの燃料の場合は、燃焼管理を十分に行うことで、ばいじんの発生を大きく抑制することができる。

（ロ）　燃焼排ガスの脱硝法には、酸化剤としてアンモニア、尿素等を用いて、排ガス中のNOxを選択的に窒素に酸化する方法がある。

（ハ）　すべての水域において水素イオン濃度指数(pH)は、常に規制される項目の1つであり、多くの水中生物、農作物にとって望ましい水のpHは、5.8～8.6である。

（ニ）　有機物質を含む生物化学的酸素要求量(BOD)の高い排水の処理には、バクテリア等微生物の力を利用する生物処理方法がある。

（ホ）　電気エネルギーの管理では、力率を0に近づけると省エネルギー効果を上げることができる。""",イ、ハ,イ、ニ,口、ハ,ロ、ホ,二、ホ,,,,,ロ、ホ,"""燃焼排ガスの脱硝法には、還元剤としてアンモニア、尿素等を用いて、排ガス中のNOxを選択的に窒素に還元する方法がある。
[都市ガス工業概要 (製造編) P265 11.2.1 大気汚染の防止 (3) ④　]
交流回路の電力は、力率が1に近いほど損失が少ない。
[都市ガス工業概要 (製造編) P271 11.3.3 エネルギー管理 (2)　表11.2 エネルギー使用の合理化と電気の需要の平準化の有効な施策例 *1]""",,,,,,,,,,,
A点からB点にガスを供給している低圧導管ABにおいて、 A点の圧力は2.3kPa、B点の圧力は2.2kPaであった。今、AB間の流量を2倍にした場合、A点の圧力を2.3kPaのままとすると、B点の圧力(kPa)として最も近い値はどれか。,2.1,2,1.9,1.8,1.7,,,,,1.9,"""[都市ガス工業概要 (供給編) P11 1.3.1 低圧導管]
解答例 ""
[img:/static/explain/or2/oR2g10.jpg]",,,,,,,,,,,
整圧器に関する次の記述のうち、誤っているものはどれか。,ハウスレギュレーターは、一般に不純物除去装置と圧力上昇防止装置が一体化されている。,レイノルド式整圧器は需要家のガス使用量が減少すると低圧補助ガバナ(パイロット)の開度が減少し、 中間圧力が高くなるため、オキジャリーボール内のダイヤフラムを押し上げ る力が強くなる。,パイロット式整圧器について、最低一次圧力と最高二次圧力の差圧が整圧器の作動最小差圧よりも大きくなるように選定する。,大規模地区で使用される整圧器は、一般に負荷変動が大きいため、特に流量の変化に対する応答の敏速性と安定性の両方の特性が要求される。,フィッシャー式整圧器の二次圧異常上昇の原因として、メインバルブへのダストかみ込みによる締め切り不良が考えられる。,,,,,大規模地区で使用される整圧器は、一般に負荷変動が大きいため、特に流量の変化に対する応答の敏速性と安定性の両方の特性が要求される。,"""（誤）大規模地区で使用される整圧器は　→　（正）専用整圧器、単独整圧器等は
[都市ガス工業概要 (供給編) P43 2.2.2 動特性] """,,,,,,,,,,,
マイコンメーターに関する次の記述のうち、誤っているものはどれか。,圧力スイッチは、金属ダイヤフラムによる差圧検知方式でガス圧力のかかった状態ではOFF(通電停止)、ガス圧力が異常低下するとON(通電)になる構造である。,感震器は、少々の傾斜状態でも自動水平調整を行い、リセット不要な球振動式感震器である。,内管での少量漏れや口火を連続使用した場合等、30日間連続してガスが流れ続けた場合、ガス漏れ警報を表示する機能がある。,マイコンメーターの上流側ガス供給圧力が0.2kPaを下回った場合、遮断する機能がある。,Qmaxが25m/h以上のマイコンメーターでは、上ケース上部に、コントローラー、圧力スイッチ、遮断弁等を内蔵したコントロールボックスを取り付けている。,,,,,Qmaxが25m/h以上のマイコンメーターでは、上ケース上部に、コントローラー、圧力スイッチ、遮断弁等を内蔵したコントロールボックスを取り付けている。,"""（誤）遮断弁等を内蔵した　→　（正）感震器、流量センサー等を内蔵した
[都市ガス工業概要 (供給編) P72 3.6.2 マイコンメーターの構成]""",,,,,,,,,,,
口径300mmの鋼管を用い、長さ40mで両端固定された架管が冬の時期(管体温度は-10℃)に設置された。 夏期にこの架管全体の温度が40℃になったときに生じる応力を、架管途中に設けた伸縮継手で対処すると、設計変位量 (mm) として最も近い値はどれか。ただし、導管の線膨張係数は1×10 -5 (1/℃)、内圧は0.3MPa、ヤング率は2×10⁵N/㎟とする。,5,10,20,30,40,,,,,20,"""[都市ガス工業概要 (供給編) P93 4.5.3 温度変化による熱応力]
解答例 
伸び量δ式
δ=αΔTLより　　
α:線膨張係数　1.0　×　10⁻⁵　(1/℃)
40m=40000mm
δ　=　(　1.0　×　10⁻⁵)　×　(　40　-　(　-10　)　)　×　40000　=　20mm
よって　(3)　が最も近い値 """,,,,,,,,,,,
導管の腐食と防食に関する次の記述のうち、誤っているものはどれか。,導管の防食方法には、塗覆装による措置、電気防食による措置、絶縁による措置等がある。,鋳鉄管と鋼管が電気的に接続されている場合、鋳鉄管がアノードとなり腐食する傾向がある。,管対地電位とは、土壌、コンクリート等の電解質に設置した照合電極に対する導管の電位である。,防食設備の点検は、雨季等の土壌の湿潤期や電気鉄道の運行時等、防食状況の悪い時期や時間帯を選んで行うことが望ましい。,外部電源法は、導管の塗装の抵抗が低い場合や防食区間が長い場合に適している。,,,,,鋳鉄管と鋼管が電気的に接続されている場合、鋳鉄管がアノードとなり腐食する傾向がある。,"""（誤）鋳鉄管がアノードとなり　→　（正）鋼管がアノードとなり 
〔都市ガス工業概要 (供給編) P155 5.2.2 導管の腐食原因]""",,,,,,,,,,,
導管の工事に関する次の記述のうち、正しいものはどれか。,酸素欠乏のおそれのある場所で作業を行う場合は、作業開始前に酸素濃度計により作業場所の空気中の酸素濃度が18%以上であることを確認し、その測定結果の記録を3年間保存しなければならない。,気密試験において、試験圧力は必ず最高使用圧力の1.1倍以上でなければならない。,フレキ管を屋外の露出配管で使用する場合は、2m以内の間隔で支持固定する。,ポリエチレン管のヒートフュージョン接合では、継手に設けられたインジケーターにより融着状態を確認する。,埋設後に埋設管の位置確認を可能とすべく、必要に応じて、標識シートを管に沿わせて設置する。,,,,,気密試験において、試験圧力は必ず最高使用圧力の1.1倍以上でなければならない。,"""（誤）必ず最高使用圧力の1.1倍以上とする。　→　最高使用圧力の1.1倍以上とする。ただし、条件によっては、最高使用圧力以上や通ずるガスの圧力とする場合もある。
[都市ガス工業概要 (供給編) P193 6.7.3 気密試験]
（誤）2m以内の間隔で　→　（正）0.5m以内の間隔で 
[都市ガス工業概要 (供給編) P191 6.5 供内管の配管工事]
（誤）ヒートフュージョン接合では　→　（正）エレクトロフュージョン(EF)接合では
[都市ガス工業概要 (供給編) P179 6.4.3 導管の接合]
（誤）標識シートを管に沿わせて設置する。　→　（正）ロケーティングワイヤーを管に沿わせて設置する。
[都市ガス工業概要 (供給編) P178 6.4.2 敷設工事]""",,,,,,,,,,,
溶接と非破壊試験に関する次の記述のうち、正しいものはどれか。,被覆アーク溶接棒の被覆剤(フラックス)には、溶接金属の凝固・冷却の速度を速める効用がある。,溶込み不良とは、溶接金属と母材又は溶接金属同士が溶着していない状態をいう。,放射線透過試験において、試験体の内部にきずがある場合、放射線フィルムで露光すると、きずのある部分は健全部より濃度が薄くなる。,ティグ溶接は、溶接ワイヤに被覆剤(フラックス)を含まないため、スラグが発生しない。,浸透探傷試験は、表面に開口したきずに適用でき、鋼のような強磁性体のみに使用できる。,,,,,ティグ溶接は、溶接ワイヤに被覆剤(フラックス)を含まないため、スラグが発生しない。,"""（誤）凝固・冷却の速度を速める効用　→　（正）凝固・冷却の速度を穏やかにする効用
[都市ガス工業概要 (供給編) P212 7.2.1 被覆アーク溶接]
（誤）溶込み不良とは　→　（正）融合不良（LF）とは
[都市ガス工業概要 (供給編) P216 7.5 溶接欠陥]
（誤）きずのある部分は健全部より濃度が薄くなる　→　（正）きずのある部分は健全部より濃度が濃くなる
[都市ガス工業概要 (供給編) P217 7.6.1 放射線透過試験]
（誤）鋼のような強磁性体のみに使用できる　→　（正）金属、非金属の幅広い材料に使用できる
[都市ガス工業概要 (供給編) P223 7.6.4 浸透探傷試験]""",,,,,,,,,,,
導管の維持管理に関する次の記述のうち、誤っているものはどれか。,中圧管の腐食による漏えい修理には、金属テープによる外面シールが適用できる。,樹脂ライニング系の更生修理工法は、本支管及び供内管の腐食漏えい予防として有効である。,半導体式ガス検知器は、検知感度が高いことから、地中埋設管のガス漏えい調査に適している。,サンドブラストによる供給支障は、大量の水道水がガス管内に流入し続けることがあるので、広範囲に至る場合がある。,需要家等からのガス漏えい等の通報に対しては、その内容に応じて、一般出動、緊急出動及び特別出動に区分し、適切な処理を行う。,,,,,中圧管の腐食による漏えい修理には、金属テープによる外面シールが適用できる。,"""（誤）中圧管の腐食による漏えい修理には　→　（正）低圧管の腐食による漏えい修理には""",,,,,,,,,,,
地震対策に関する次の記述のうち、誤っているものはどれか。,設計地盤変位は、標準設計地盤変位量に管種と埋設条件の組合せによる補正係数と地域別の補正係数を掛けて求める。,断層の中で、最近の地質時代に繰り返し活動し、将来も活動することが推定される断層を活断層といい、地震の引き金となり得るものである。,二次災害を防止するとともに、供給停止地区の極小化を図るため、導管網を事前に適正な規模のブロックに分割しておく。,供給停止後、復旧までに相当の日数を要することが予想される場合は、需要家の不安を取り除くため、復旧の見通し等について積極的に広報活動を行う。,SI値は、地震による一般的な建物(ビル)の揺れの大きさを評価する指標であり、加速度の単位カイン(cm/s²)で表される。,,,,,SI値は、地震による一般的な建物(ビル)の揺れの大きさを評価する指標であり、加速度の単位カイン(cm/s²)で表される。,"""（誤）加速度の単位カイン(cm/ｓ²)で表される　→　（正）速度の単位カイン(cm/ｓ)で表される
[都市ガス工業概要 (供給編) P277 9.2.2 緊急措置のための設備]""",,,,,,,,,,,
ガスの燃焼に関する次の記述のうち、誤っているものはどれか。,ガスの燃焼は酸化反応であり、反応が最後まで完結しないで中間生成物(一酸化炭素、水素、アルデヒド等)が発生している状態を不完全燃焼という。,ブンゼンバーナーにおいて、ガス圧が異常に低下したり、ノズルが詰まったりしてガス量が極端に少なくなると、フラッシュバックが発生する。,機器の燃焼室内の給排気不良により二次空気が極端に減少すると、リフティングが発生する。,燃焼反応が十分な速さで進まないと、イエローチップが発生する。,メタンと空気の混合ガスの燃焼範囲は、標準状態においてメタン濃度4%から75%である。,,,,,メタンと空気の混合ガスの燃焼範囲は、標準状態においてメタン濃度4%から75%である。,"""メタンと空気の混合ガスの燃焼範囲は、標準状態においてメタン濃度5%から15%である。 
[都市ガス工業概要 (消費機器編) P9 1.10 燃焼範囲(爆発範囲)]""",,,,,,,,,,,
円形のノズルから噴出するガス量について、ノズルの口径を4倍、ガスの圧力を4倍にしたとき、ガス量は何倍になるか。次の値のうち、最も近いものはどれか。,4,8,16,32,64,,,,,32,"""[都市ガス工業概要 (消費機器編) P6　1.7 ノズルからのガス噴出量及びインプット]
式I.1.1により、ガスの噴出量はノズルの口径の2乗に比例し、ガスの供給圧力の平方根に比例することから、42　×　√4　=　32""",,,,,,,,,,,
家庭用ガス機器に関する次の記述のうち、誤っているものはどれか。,Q機能を搭載した瞬間湯沸器では、冷水サンドイッチ現象を緩和し、安定した湯温を得ることができる。,瞬間湯沸器のメインバーナーには、炎が短く燃焼室を小さくできるセミ・ブンゼンバーナーが一般に用いられる。,ふろ給湯器の設置方式には、浴室隣接設置形と設置フリー形とがある。,ハイブリッド給湯器は、電気ヒートポンプと潜熱回収型ガス給湯器で必要なお湯の量に合わせて効率的に運転を行うシステムである。,エコーネットライトは、HEMSとガス機器(燃料電池等)との接続に利用できる標準通信仕様である。,,,,,瞬間湯沸器のメインバーナーには、炎が短く燃焼室を小さくできるセミ・ブンゼンバーナーが一般に用いられる。,"""瞬間湯沸器のメインバーナーにはブンゼンバーナーが用いられる。
[都市ガス工業概要 (消費機器編) P89 3.2.4 瞬間湯沸器]""",,,,,,,,,,,
家庭用ガス機器に関する次の記述のうち、誤っているものはどれか。,こんろには、調理油過熱防止装置を利用して鍋が焦げ付き始めると自動消火するものがある。,グリルは、直火によって主として伝導熱で調理する機器である。,コンビネーションレンジは、ガスオーブンに電子レンジ機能が内蔵されたものである。,衣類乾燥機には、湿り空気を排出する排湿筒が取り付けられるようになっている。,赤外線ストーブには、放射体としてセラミックプレートを用いたものと、特殊耐熱鋼金網を用いたものとの2種類がある。,,,,,グリルは、直火によって主として伝導熱で調理する機器である。,"""グリルは、直火によって主として放射熱で調理する機器である。
[都市ガス工業概要 (消費機器編) P67 3.1.1 コンロ]""",,,,,,,,,,,
コージェネレーションシステムと業務用ガス機器に関する次の記述のうち、誤っているものはどれか。,固体酸化物形燃料電池には、CO変成器が搭載されている。,吸収冷温水機は、冷媒に水を用いるノンフロン空調機である。,浸管式フライヤーには、油槽中の浸管内でガスを燃焼させて加熱する方式と、燃焼排ガスを通過させて加熱する方式とがある。,中華レンジには、火力を強力にするため、ブラストバーナーを用いたものがある。,遠赤外線ヒーターでは、セラミック特殊塗料で仕上げられた放射管等の表面から多量の遠赤外線が放射される。,,,,,固体酸化物形燃料電池には、CO変成器が搭載されている。,"""固体酸化物形や溶融炭酸塩型の高温作動の燃料電池では、一酸化炭素も発電反応に資する燃料となるため、一般的にはCO変成器やCO選択酸化器を必要としない。
[都市ガス工業概要(消費機器編) P306 3.1 燃料処理装置]""",,,,,,,,,,,
換気と一酸化炭素(CO)中毒に関する次の記述のうち、誤っているものはどれか。,自然換気における空気の流れを起こす力の種類には、風圧を利用したものと、空気の温度差によって生じる浮力を利用したものとがある。,必要換気量とは、室内の酸素濃度をある限界以上に保つための換気量の最小値のことである。,一人の成人男性が安静に座っている状態での必要換気量は、建築基準法関係法令では20㎥/hとされている。,換気扇に用いられるシロッコファンは、ターボファンに比べ効率が高い。,COは、ヘモグロビンに対する結合力が酸素の200～300倍強く、吸入により酸素欠乏症状をひきおこしやすい。,,,,,換気扇に用いられるシロッコファンは、ターボファンに比べ効率が高い。,"""ターボファンの効率が他のファンと比較して最も高い。
[都市ガス工業概要(消費機器編) P35　5.5.1 換気扇の種類と特徴]""",,,,,,,,,,,
給排気に関する次の記述のうち、誤っているものはどれか。,CF式ふろがまの排気筒トップに用いられる材料は、不燃性、耐熱性及び耐食性のあるものでなければならない。,BF式ふろがまを屋内に設置する場合は、設置する部屋に専用の給気口及び換気口は必要ない。,BF式ふろがまは、新規に浴室内に設置することはできない。,CF式ふろがまの逆風止めは、機器と同一室内に設置する必要がある。,FE式湯沸器では、排気筒の横引き長さと高さとの関係には特に規定がない。,,,,,BF式ふろがまは、新規に浴室内に設置することはできない。,"""新規に浴室内に設置しないことが望ましいのはCF式ふろがまである。
[都市ガス工業概要(消費機器編) P51　2.3.1 自然排気式（CF式）]""",,,,,,,,,,,
ガス機器の安全装置、点火装置及び制御装置に関する次の記述のうち、誤っているものはどれか。,水位制御装置には、自動湯張り機能付き温水機器のように任意に設定された水位を保つものと、貯蔵湯沸器のように固定された一定の水位を保つものとがある。,点火時安全装置とは、燃焼室を持つガス機器の残留未燃ガスによる爆発点火を防止するためのものである。,瞬時点火装置では、熱電対の起電力が十分に発生するまでの間、コンデンサーの放電電流によりガス弁を開状態に保持している。,ガス量制御に用いられる比例電磁弁には、固定コイル式と可動コイル式とがある。,機械式温度制御装置における温度検出部の方式には、気体膨張式と液体膨張式とがある。,,,,,機械式温度制御装置における温度検出部の方式には、気体膨張式と液体膨張式とがある。,"""機械式温度制御装置における温度検出部の方式には、固体膨張式(バイメタル式)と液体膨張式とがある。
[都市ガス工業概要(消費機器編) P183　4.3.5 温度制御]""",,,,,,,,,,,
ガス機器とガス栓との接続及び警報器に関する次の記述のうち、誤っているものはどれか。,ヒューズガス栓には、作動流量の異なるいくつかの種類があり、使用機器のインプット等に応じて選択する必要がある。,ガスコンセントは、迅速継手を接続するだけで栓が自動的に開き、外すと閉じる構造となっている。,オンオフ機構を有するガス栓では、つまみが半開状態で接続具が外れた場合、ヒューズ機構が作動せずガスが流出する。,家庭用のガス警報器には、ガスを検出するセンサーを小型化かつ省電力化することで電池駆動を可能にしたものがある。,家庭用のガス警報器に使用されている検出方式は、半導体式、接触燃焼式及び熱線型半導体式に大別される。,,,,,オンオフ機構を有するガス栓では、つまみが半開状態で接続具が外れた場合、ヒューズ機構が作動せずガスが流出する。,"""オンオフ機構を有するガス栓では、つまみが半開状態で接続具が外れた場合、ヒューズ機構は作動しないが、オンオフ弁によりガス通路が遮断され、ガスは流出しない。
[都市ガス工業概要(消費機器編) P192　5.3.4 オンオフ機構]""",,,,,,,,,,,
