問題,回答群１,回答群２,回答群３,回答群４,回答群５,回答群６,回答群７,回答群８,回答群９,正解
"""製造設備の保全に関する次の記述のうち、いずれも誤っているものの組合せはどれか。 

イ　異種金属接触腐食は、電位の異なる金属間に腐食電池が形成され、電位が卑な方の金属がアノード、貴な方の金属がカソードとなり、前者の腐食が進行する。 

ロ　ステンレス鋼のすきま腐食の原因として、すきま内に塩化物イオンが蓄積するとともに、pHが低下して不動態が形成され、すきまの外の部分との間に腐食電池を形成することがあげられる。 

ハ　ポンプのインペラのように、材料と流動する溶液の界面で気泡の発生と破壊を繰り返す結果生ずる孔食状の腐食は、キャビテーションエロージョンと呼ばれる。 

ニ　部材に形状的な不連続や切り欠きが存在して応力集中が高くなるほど、疲労強度は増加する。 

ホ　浸透探傷試験 (PT) は、金属、非金属のあらゆる材料の表面欠陥を検出することができる。""",イ、ロ,イ、ホ,ロ、ニ,ハ、ニ,ハ、ホ,,,,,ロ、ニ
"""環境対策に関する次の記述のうち、いずれも誤っているものの組合せはどれか。

イ　LNG LPGは硫黄分や窒素分等をほとんど含まず、都市ガスの製造段階において大気環境に負荷を与えるSOx (硫黄酸化物)、NOx (窒素酸化物)の発生はほとんどない。

ロ　COD (化学的酸素要求量) とは、水中の有機物を酸化剤で分解する際に消費される酸化剤の量を酸素量に換算したものである。

ハ　調節弁による流量制御方式は、設備投資が安価であるが、流量を絞った場合に調節弁での動力損失が小さくなる。

ニ　一般に、LNG冷熱の40～50%は、ガス送出圧力エネルギーとして回収しており、残りの未利用の冷熱エネルギーの利用が工夫されている。

ホ　メタンを主成分とする天然ガスは、石油や石炭に比べ、分子中の炭素原子の割合が大きいため、燃焼時の二酸化炭素排出量が最も少ない化石燃料である。""",イ、ニ,イ、ホ,ロ、ハ,ロ、二,ハ、ホ,,,,,ハ、ホ
"""A点からB点にガスを200m3/h供給している低圧導管AB (口径20cm、延長200m) がある。このとき、A点の圧力PAは2.3kPa、B点の圧力PBは2.1kPaであった。

今、AB間の中間点(A点から100m)のC点にもガスを200m3/h供給することになった。A点の圧力PAが2.3kPaのとき、B点の圧力PB (kPa) として最も近い値はどれか。ただし、高低差は考慮しないものとする。""",1.5,1.6,1.7,1.8,1.9,,,,,1.8
整圧器に関する次の記述のうち、誤っているものはどれか。,パイロット式整圧器は、一次圧力と二次圧力の差圧が一定以上確保されない場合、作動できなくなる。,動特性は、負荷変動の大きいところに使用される整圧器にとって重要な特性である。,流量特性線図とは、流量とメインバルブ開度(ストローク)の関係を表したものをいう。,圧力上昇防止装置は、整圧器の故障により、二次側の圧力が異常に上昇することを防止するために用いられる。 ,特定の流量時における二次圧力を基準状態としたとき、流量が増大するに従い二次圧力は基準状態の圧力より低下する。このずれのことをシフトという。,,,,,特定の流量時における二次圧力を基準状態としたとき、流量が増大するに従い二次圧力は基準状態の圧力より低下する。このずれのことをシフトという。
ガスメーターに関する次の記述のうち、正しいものはどれか。,回転子式ガスメーターは、回転子の回転数から流量を推測計量する。,口径が250mmを超えるガスメーターは、計量法の規定による検定の対象外である。,オリフィス式ガスメーターは、オリフィス前後の圧力差を測定することにより、流量を容積計量する。,計量法の規定により、使用最大流量が25m3/hの検定対象ガスメーターの検定有効期間は10年である。,マイコンメーターは、内管の少量漏れや口火を連続使用した場合等、30日間連続してガスが流れ続けた場合、遮断する。,,,,,口径が250mmを超えるガスメーターは、計量法の規定による検定の対象外である。
外径200mm、管厚5mmの導管が内圧0.5MPaを受けるときに生じる円周方向の応力(N/mm2)として最も近い値はどれか。 ,4.5,5,9.5,10,19,,,,,9.5
腐食と防食に関する次の記述のうち、誤っているものはどれか。,鋳鉄管と鋼管が電気的に接続されている場合、異種金属接触によるマクロセル腐食のため、鋼管がアノードとなって腐食する。,ミクロセル腐食とは、金属表面においてアノードとカソードの部位が刻々と変化するタイプの腐食で、全面腐食となる。,導管における設計上の防食電位は、安全を考慮して、管対地電位を-1000mV(飽和硫酸銅電極基準)程度とすることが望ましい。,流電陽極法とは、導管よりも自然電位がプラス側の金属を接続することで、導管へ防食電流を流入させ腐食を防止する方法である。,建物に引き込まれた配管は、マクロセル腐食の原因となるコンクリートに接触する機会が多いため、一般に埋設配管部近くの架空配管部に絶縁継手を設置する。,,,,,流電陽極法とは、導管よりも自然電位がプラス側の金属を接続することで、導管へ防食電流を流入させ腐食を防止する方法である。
導管の工事に関する次の記述のうち、誤っているものはどれか。,導管の接合のうち、機械的接合は主として鋳鉄管又は口径80mm以下の小口径の鋼管の接合に使用される。,ポリエチレン管の接合である融着には、ヒートフュージョン接合とエレクトロフュージョン接合がる。 ,架管の施工において、橋台等の壁貫通部にスリーブを設け、スリーブとガス管の隙間には弾力性のあるシール材を隙間なく充てんした。 ,気密試験の方法として、ガス濃度が0.2%以下で作動するガス検知器を使用し、ガス検知器が作動しないことにより判定した。 ,工事着手前に、道路管理者から道路使用許可を取得した。,,,,,工事着手前に、道路管理者から道路使用許可を取得した。
"""溶接と非破壊試験に関する次の記述のうち、いずれも誤っているものの組合せはどれか。 

イ　被覆アーク溶接の被覆剤(フラックス)には、溶接金属の凝固・冷却の速度を緩やかにし、上向きその他種々の位置の溶接を容易にする効用がある。

ロ　ティグ溶接は、スラグでアーク及び溶融池を完全にシールドしているため、不純物が混入せず、高品質な溶接が得られる。 

ハ　溶接の形状不良には、ビード形状の不良、オーバーラップ、クレーター等がある。

ニ　放射線透過試験は、きずの形状がわかり易く直観性があるが、 フィルムの現像等のため、試験結果の確認までに時間がかかる。

ホ　導管のすみ肉溶接部における開先形状は、V,U形がよく用いられる。""",イ、ロ,イ、ハ,ロ、ホ,ハ、ニ,ニ、ホ,,,,,ロ、ホ
"""導管の維持管理に関する次の記述のうち、いずれも誤っているものの組合せはどれか。 

イ　半導体式ガス検知器は、半導体の電導度が雰囲気ガスの燃焼によって変化することを利用したもので、 検知可能なガスは可燃性であることに限定される。 

ロ　鋼製修理バンド工法とは、管体の修理箇所に鋼製修理バンドを突合せ溶接により取り付ける工法である。 

ハ　敷地内の他工事対策の1つとして、ガス設備の資産区分、解体、改装時の注意事項等を記載したチラシ等を配付し需要家への注意喚起を図る。 

ニ　埋設部のガス漏えい箇所を早期に発見し適切な修理を行うことは、地下水による浸水予防 対策として有効である。 

ホ　更生修理工法施工済み導管についてモニタリングを実施し、 材料の耐久性を確認する。""",イ、ロ,イ、ハ,ロ、ホ,ハ、ニ,ニ、ホ,,,,,イ、ロ
地震対策に関する次の記述のうち、誤っているものはどれか。,中・低圧導管では、配管系の地盤変位吸収能力と設計地盤変位とを比較することにより耐震性を評価する。 ,マイコンメーターには、ガスメーターの設置場所において250ガルを超える地震動を継続 して検知した場合に遮断する機能がある。,SI値は、地震による一般的な建物の揺れの大きさを評価する指標であり、速度の単位カイン(cm/s)で表わされる。,地震対策は、基本的に設備対策、緊急対策、復旧対策の3つの対策で構成されている。,移動式ガス発生設備のうち、空気吸入式(PA式)は、ボンベに圧縮・充てんされた熱量調整・付臭済みの天然ガスを供給するものである。 ,,,,,移動式ガス発生設備のうち、空気吸入式(PA式)は、ボンベに圧縮・充てんされた熱量調整・付臭済みの天然ガスを供給するものである。 
ガスの燃焼方式に関する次の記述のうち、誤っているものはどれか。,赤火燃焼式は、ガスをそのまま大気中に噴出して燃焼させる方式で、燃焼に必要な空気は、すべて周囲大気から拡散によって供給される。,炎の温度は、ブンゼン燃焼式より赤火燃焼式の方が高い。,濃淡燃焼バーナーは、全一次空気式バーナーとブンゼンバーナーを交互に配置した構造となっている。,ブラスト燃焼とは、燃焼用の空気をバーナー内にファンで強制的に送り込み、ノズルから噴出されるガスと混合し燃焼させる方式である。,触媒燃焼とは、可燃性ガスと酸素との反応を促進させる固体触媒を使用し燃焼させる方式である。,,,,,炎の温度は、ブンゼン燃焼式より赤火燃焼式の方が高い。
ガス燃焼時に生じるリフティングの原因に関する次の記述のうち、誤っているものはどれか。,バーナー内のガス圧が高すぎて、ガスが出すぎる。,一次空気の吸引が多すぎて、混合ガス量が増えすぎる。,燃焼室内の給排気不良により、二次空気が極端に減少する。,バーナー部分が高温になり、そこを通る混合ガスの温度が上がりすぎる。,バーナーの炎口が詰まって、炎口の有効面積が極端に小さくなる。,,,,,バーナー部分が高温になり、そこを通る混合ガスの温度が上がりすぎる。
家庭用ガス温水機器に関する次の記述のうち、 誤っているものはどれか。,給湯器の自己診断機能には、給排気通路の閉そく状態を検知する方法として 燃焼状態により診断する方法と給気ファンの風量低下により診断する方法とがある。,潜熱回収型給湯器の中和器内では、炭酸カルシウムと排ガス凝縮水中の硝酸水との反応により、硝酸カルシウムが生成される。,先止め式瞬間湯沸器は、出湯側に給湯配管を接続し、複数箇所に給湯することができる。,現在販売されている開放式小型湯沸器には、不完全燃焼防止装置が複数回連続して作動したときに、通常の操作による再点火ができなくなるインターロック機能が搭載されている。,給湯器の出湯温度は、設定温度との差を補正するためのフィードフォワード制御によりばらつきが抑えられている。 ,,,,,給湯器の出湯温度は、設定温度との差を補正するためのフィードフォワード制御によりばらつきが抑えられている。 
家庭用ガス機器に関する次の記述のうち、誤っているものはどれか。,マイコンタイマー式炊飯器は、炊き分け機能、早炊き機能等を有し、自動的にガス量や燃焼時間をコントロールしながら炊き上げるものである。,FF暖房機では一般に、給気管は軟質塩化ビニール製、 排気管はステンレス鋼板製である。,「Siセンサーコンロ」の標準搭載機能は、調理油過熱防止装置、立ち消え安全装置、消し忘れ消火機能、早切れ防止機能である。,回転ドラム式衣類乾燥機は、空気で希釈された燃焼排ガスにより、ドラムの中の洗濯物を直接乾燥させるものである。,ファンヒーターには、不完全燃焼防止装置が搭載されているので、使用に際して換気をする必要はない。,,,,,ファンヒーターには、不完全燃焼防止装置が搭載されているので、使用に際して換気をする必要はない。
コージェネレーションシステム及びガス冷暖房機器に関する次の記述のうち、誤っているものはどれか。,固体酸化物形燃料電池(SOFC)の作動温度は、固体高分子形燃料電池(PEFC)の作動温度より高い。,家庭用燃料電池システム(エネファーム)には、停電時発電継続機能やIoT技術を活用した遠隔監視機能を搭載したものがある。,コージェネレーションシステムの運転方式は、電主熱従運転と熱主電従運転とに分類され、さらに電主熱従運転はピークカット運転とベースロード運転とに分類される。,吸収冷凍機の二重効用吸収冷凍サイクルでは、蒸発プロセスの効率向上のため、二つの蒸発器が用いられている。,ガスエンジンヒートポンプ(GHP)の冷房と暖房の切り替えは、室外機内の四方(切替)弁で冷媒の流れを変えることによって行う。,,,,,吸収冷凍機の二重効用吸収冷凍サイクルでは、蒸発プロセスの効率向上のため、二つの蒸発器が用いられている。
換気及び一酸化炭素(CO)中毒に関する次の記述のうち、誤っているものはどれか。,機械換気における第3種換気とは、給気機と排気機を用いる方法で、室内の圧力を給気量と排気量の割合で調節できる。,従来の木造住宅では、1.5～3回/h程度の自然換気回数が見込まれたが、近年の高気密住宅では、自然換気回数は0.1回/h程度といわれている ,台所等の火気を使用する部屋の必要換気量は、レンジフードの形状等による定数と、理論排ガス量及び燃料消費量に基づき算出される。,CO中毒は、COが血液中のヘモグロビンと結合し、ヘモグロビンが酸素を運搬できなくなるために引き起こされる。,CO中毒の症状は、空気中のCO濃度と吸入時間によって変化する。,,,,,機械換気における第3種換気とは、給気機と排気機を用いる方法で、室内の圧力を給気量と排気量の割合で調節できる。
ガス機器の給排気方式に関する次の記述のうち、 誤っているものはどれか。,開放式機器は、燃焼用の空気を屋内から取り、燃焼排ガスをそのまま屋内へ排出する。,強制排気式(FE式)機器の排気筒トップは、風圧帯内に設置することができない。,自然給排気式(BF式)機器を設置した室には、専用の給気口、換気口は必要ない。,強制給排気式(FF式)機器は、給排気筒を延長できるため、機器本体が外壁に面している必要はない。,屋外式(RF式)機器は、建物外壁に設置されるだけでなく、集合住宅のパイプシャフトの扉部等にも設置される。,,,,,強制排気式(FE式)機器の排気筒トップは、風圧帯内に設置することができない。
ガス機器の安全装置及び制御装置に関する次の記述のうち、誤っているものはどれか。,空だき安全装置は、温水機器やふろがま内に水がない場合、バーナーのガス通路を開けず空だきにならないようにする安全装置である。,開放式小型湯沸器の不完全燃焼防止装置には、逆バイアス熱電対が用いられている。,自然排気式(CF式) ふろがまの不完全燃焼防止装置には、熱電対を用いるものとサーミスターを用いるものとがある。,比例電磁弁は、コイルに流れる電流による電磁力により弁を制御し、連続的にガス量を調節するものである。,浴槽や貯湯槽の水位を一定に保つための制御方式には、水位センサー式、水位スイッチ式及びボールタップ式がある。,,,,,空だき安全装置は、温水機器やふろがま内に水がない場合、バーナーのガス通路を開けず空だきにならないようにする安全装置である。
警報器に関する次の記述のうち、誤っているものはどれか。,接触燃焼式ガス警報器では、検知回路の出力とガス濃度がほぼ比例関係にある。,熱線型半導体式ガス警報器では、検知回路の出力は濃度の薄いガスに対して比較的敏感で、濃度が上昇すると穏やかになる。,ガス警報器は、ガスの濃度が爆発下限界の1/10のときに確実に作動することがガス事業法の告示において規定されている。,CO警報器では、酸化スズ半導体センサーの感度低下を防止するため、間欠的に高温加熱するヒートクリーニングが必要である。,業務用換気警報器には、温度、湿度及び一酸化炭素以外のガス等の影響を受けにくい電気化学式センサーが用いられている。,,,,,ガス警報器は、ガスの濃度が爆発下限界の1/10のときに確実に作動することがガス事業法の告示において規定されている。
