問題,回答群１,回答群２,回答群３,回答群４,回答群５,回答群６,回答群７,回答群８,回答群９,正解
"""製造設備の保安及び防災に関する次の記述のうち、いずれも誤っているものの組合せはどれか。

イ　気化装置には、液化ガスが液体のまま気化装置から先へ流出することを防止する逆流防止装置が必要である。

ロ　ガス工作物のガス又は液化ガスを通ずる部分には、点検や修理時等に可燃物を安全に置換できるように、 ガス抜き口や不活性ガスの注入口等を設置しなければならない。

ハ　保安電源として確保する自家発電設備の原動機には、ディーゼル機関やガスタービン等が用いられるが、 確実な始動が必要なため、液体燃料とガスの切り替えが可能なデュアルフューエル型は使用してはならない。

ニ　停電が発生した場合、買電で稼働していたガス製造設備が安全側に移行及び停止していること、保安電源等が正常に作動していることを確認する必要がある。

ホ　保安管理組織を適正に運用するためには、責任権限や相互の意思の疎通、社内手続き等を明確にしておく必要がある。""",イ、ハ,イ、ホ,口、二,口、ホ,ハ、二,,,,,イ、ハ
"""製造設備の建設及び操業に関する次の記述のうち、いずれも誤っているものの組合せはどれか。

イ　製造設備を安全かつ円滑に運転するため、あらかじめ運転管理基準、運転操作要領等を作成し、それに従って関係者の教育訓練、日常の監視及び現場パトロール等を実施し、運転状況を適切に管理する。

口　レベル2地震動とは、供用期間中に発生する確率の高い地震動であり、それに対する耐 震性能評価は、弾性設計法により、耐震上重要な部材に生ずる応力が部材の有する許容応力を超えないことを確認する。

ハ　LNG貯槽内のロールオーバー現象の発生を防止するため、貯槽内LNGの高さ方向の密度分布(温度分布)を監視することが必要である。

ニ　エアフィン式LNG気化器の運転管理項目として、LNGや気化ガスの流量、気温パネルの着氷状態等がある。

ホ　稼働調整方式の一つである圧力制御は、設備から流出する流体の圧力を一定に保つ制御 方法であり、設備負荷を一定に保つことができるが、急激な需要変動に追従できない可能性がある。""",イ、ハ,イ、ニ,口、二,口、ホ,ハ、ホ,,,,,口、ホ
"""製造設備の保全に関する次の記述のうち、いずれも誤っているものの組合せはどれか。

イ　ポンプのインペラのように、材料と流動する液体の界面で気泡の発生と破壊を繰り返すことで生ずる孔食状の腐食は、キャビテーションエロージョンと呼ばれる。

口　超音波探傷試験(UT)は、検査物の片側だけから検査でき、割れのような平面欠陥の検出に適している。

ハ　浸透探傷試験(PT)は、金属、非金属のあらゆる材料の表面欠陥を調べることができる。コンクリートの劣化現象には、大気中の二酸化炭素(CO₂)によるアルカリ化や海水による塩害のほか、冷熱による凍害がある。

ホ　時間計画保全とは、発生した場合の影響度と発生確率で表されるリスクの大小により、優先度をつけて設備の保全を行っていく手法である。""",イ、ロ,イ、ニ,ロ、ハ,ハ、ホ,二、ホ,,,,,二、ホ
"""環境対策及び省エネルギーに関する次の記述のうち、いずれも誤っているものの組合せはどれか。

イ　フューエルNOxの発生は、燃焼雰囲気の温度及び酸素濃度が高いほど、また滞留時間が長いほど増加する傾向がある。

ロ　J-クレジット制度とは、省エネ設備の導入や再生可能エネルギーの活用によるCO₂等の排出削減量や、適切な森林管理によるCO₂等の吸収量を、クレジットとして国が認証する制度である。

ハ　産業廃棄物の処理は、廃棄物を排出する事業者が自ら行うか、廃棄物処理法で定められた委託基準(マニフェストの交付等)に沿って委託処理しなければならない。

ニ　空気分離システムとは、空気を液化分離し、液体窒素、液体酸素及び液体アルゴン等を製造するもので、 LNGを利用するシステムは大幅に電力使用量が節減できる。

ホ　電気エネルギーの管理では、力率を0に近づけると省エネルギー効果を上げることができる。""",イ、ハ,イ、ホ,口、二,口、ホ,ハ、二,,,,,イ、ホ
"""都市ガスの原料に関する次の記述のうち、いずれも誤っているものの組合せはどれか。 

イ　バイオガスは二酸化炭素や有害成分が含まれるため、都市ガス原料とするには精製する必要がある。 

ロ　軽質と重質の異種LNGを同じ貯槽に受け入れる場合、ロールオーバーの原因となる層状化を生じさせないよう注意深く受入方法を設定する必要がある。 

ハ　LNGポンプの運転においては、急激な圧力上昇や温度低下により、キャビテーションが発生しないように注意する。 

ニ　天然ガスの液化工程において行われる重質分除去は、低温部材として広く利用されるアルミニウムの腐食防止の観点から重要である。 

ホ　配管等をクールダウンする際は、配管下部と上部の温度差が大きくなることによりボーイングが生じないよう、時間をかけることが必要である。 """,イ、ロ,ロ、ハ,イ、ホ,ハ、ニ,ニ、ホ,,,,,ハ、ニ
LNG設備に関する次の記述のうち、正しいものはどれか。,常圧断熱式縦置円筒形貯槽は、内槽と外槽からなる金属二重殻構造であり、断熱効果を高めるため内槽と外槽の空間は断熱材が充てんされるとともに、高度の真空状態に保たれている。 ,遠心式BOG圧縮機は、圧力上昇及び所要動力が吸入ガスの質量比にほぼ比例し、一般に高圧で小容量のものに使用される。,直接熱交換型シェルアンドチューブ式気化器は、ランニングコストが低廉であるためLNG 1次受入基地のベースロード用として使用される。 ,逆止弁(チャッキ弁) は流体の流れを常に一定方向に保ち逆流を防止する機能を持つ弁で、直動式やパイロット式等がある。 ,LNG ローリー出荷設備において、LNG ローリーとLNG配管を接続するためには、ローディングアーム又はフレキシブルホースが用いられる。,,,,,LNG ローリー出荷設備において、LNG ローリーとLNG配管を接続するためには、ローディングアーム又はフレキシブルホースが用いられる。
製造設備の制御システムに関する次の記述のうち、誤っているものはどれか。,制御システムでは、システムへの不正アクセスによるトラブル等に伴うリスクを把握し、必要と判断するセキュリティ対策を行う。,ファイヤーウォール等の設置、不要なUSBポートやLANポートの閉そく、重要機器設置場所の錠や入退室管理装置の設置等、一旦セキュリティ対策を導入すれば、以降の対応は不要である。,セキュリティ対策で考慮すべき事項として、「情報の利用促進」と「セキュリティ確保」のバランス、「想定される損害」と「対策レベル」のバランスが挙げられる。 ,制御システムの信頼性を高める冗長化の方法として、CPUや電源ユニット、通信ネットワークの機能を対象に主機系と待機系を備える方法や、制御システム全体を二重化する方法がある。 ,制御システムの信頼性を高める方式のひとつである電磁リレーによるシーケンス制御回路方式は、インターロック回路やトリップ回路等の重要な制御系統で利用されている。 ,,,,,ファイヤーウォール等の設置、不要なUSBポートやLANポートの閉そく、重要機器設置場所の錠や入退室管理装置の設置等、一旦セキュリティ対策を導入すれば、以降の対応は不要である。
"""都市ガスの熱量調整と燃焼性、特殊成分の分析に関する次の記述のうち、いずれも誤っているものの組合せはどれか。 

イ　導管中でガス温度が露点域になると、LPG等の液化によるガス発熱量の増加、導管の閉そく等が発生するため、露点の管理が重要である。 

ロ　ガスクロマトグラフは、気体試料の各成分の固定相に対する溶解性、吸着性が強いほど移動速度が速くなる性質を利用したものである。 

ハ　ガスクロマトグラフの水素炎イオン化検出器 (FID) は、有機化合物のほとんどを高感度に検出する。 

ニ　ガス事業法では、天然ガスとプロパンを混合したガスや、プロパンに空気を混入したガスは、特殊成分検査を免除されている。 

ホ 　特殊成分の分析方法であるイオンクロマトグラフ法は、全硫黄及びアンモニアの分析に使用できる。""",イ、ロ,イ、ホ,ハ、ニ,ロ、ニ,ハ、ホ,,,,,イ、ロ
"""都市ガスの付臭に関する次の記述のうち、いずれも誤っているものの組合せはどれか。 

イ　付臭剤貯蔵タンクや注入装置等の付臭設備は、密閉した室内に設置することが望ましく、同室内はやや負圧にし、換気のために吸引した空気は活性炭で脱臭し排出する。 

ロ　付臭方式のうち、手動式滴下注入方式と蒸発方式は、流量の変動が少ない小規模の付臭に用いられる。 

ハ　パネル法は、あらかじめ適正に選定された臭気の判定者3名以上により、においの有無を判定し、 ガスの臭気濃度を求める方法である。 

ニ　FPD付ガスクロマトグラフ法で測定できる付臭剤成分は、テトラヒドロチオフェン(THT)、ターシャリーブチルメルカプタン(TBM)ジメチルサルファイド(DMS)等の有機硫黄化合物である。 

ホ　付臭剤は、極めて低い濃度でも特有の臭気が認められること、嗅覚疲労を起こしやすいこと等の要件を備えていることが必要である。 """,イ、ハ,イ、ニ,ロ、ニ,ロ、ホ,ハ、ホ,,,,,ハ、ホ
製造所の保安設備に関する次の記述のうち、誤っているものはどれか。,可燃性のガス又は液化ガスを通ずるガス工作物は、ボイラー等の火気を取り扱う設備までの最低限必要な距離が定められている。,遮断装置には、誤操作を防止し、かつ確実に操作することができる措置を講ずる必要がある。,気化装置には、液化ガスが液体のまま気化装置から先へ流出することを防止する逆流防止装置の設置が必要である。,フレアースタックは、発生するふく射熱が周囲に障害を与えないよう適切な措置を講ずる必要がある。,ガスホルダーや液化ガス用貯槽のガス又は液化ガスを送り出し、又は受け入れるために用いられる配管には、手動弁、遠隔操作弁及び緊急遮断装置等を設ける必要がある。,,,,,気化装置には、液化ガスが液体のまま気化装置から先へ流出することを防止する逆流防止装置の設置が必要である。
"""製造設備の建設及び操業に関する次の記述のうち、いずれも誤っているものの組合せはどれか。 

イ　LNGローリーの運行においては、気象条件や交通事情による不測の事態に対応できるように、LNG在庫確保や出荷元の複数化等の対策を事前に講じておくことが望ましい。

ロ　耐震設計を行う上で重要なことは、構造設計、安全設計、防災設計であり、防災設計とは地震時に異常が発生しても安全性を確保できるよう設計するものである。 

ハ　ガス製造能力に関係する設備の定期修理計画策定にあたっては、ガス製造計画や製造設備稼動計画をもとにして、ピーク時における最大必要能力を確保する必要がある。 

ニ　LNGサテライト基地におけるLNG熱量は、出荷元のLNG 熱量に依存するため、熱量管理においては基地の貯槽内濃縮には留意しなくてもよい。 

ホ　「あらかじめ確認」とは、溶接施工法、溶接士技能が技術基準に適合しているか否かをガス主任技術者が確認する行為である。""
",イ、ロ,イ、ハ,ロ、ニ,ハ、ホ,ニ、ホ,,,,,ロ、ニ
"""製造設備の保全に関する次の記述のうち、いずれも誤っているものの組合せはどれか。 

イ　異種金属接触腐食は、電位の異なる金属間に腐食電池が形成され、電位が卑な方の金属がアノード、貴な方の金属がカソードとなり、前者の腐食が進行する。 

ロ　ステンレス鋼のすきま腐食の原因として、すきま内に塩化物イオンが蓄積するとともに、pHが低下して不動態が形成され、すきまの外の部分との間に腐食電池を形成することがあげられる。 

ハ　ポンプのインペラのように、材料と流動する溶液の界面で気泡の発生と破壊を繰り返す結果生ずる孔食状の腐食は、キャビテーションエロージョンと呼ばれる。 

ニ　部材に形状的な不連続や切り欠きが存在して応力集中が高くなるほど、疲労強度は増加する。 

ホ　浸透探傷試験 (PT) は、金属、非金属のあらゆる材料の表面欠陥を検出することができる。""",イ、ロ,イ、ホ,ロ、ニ,ハ、ニ,ハ、ホ,,,,,ロ、ニ
"""環境対策に関する次の記述のうち、いずれも誤っているものの組合せはどれか。

イ　LNG LPGは硫黄分や窒素分等をほとんど含まず、都市ガスの製造段階において大気環境に負荷を与えるSOx (硫黄酸化物)、NOx (窒素酸化物)の発生はほとんどない。

ロ　COD (化学的酸素要求量) とは、水中の有機物を酸化剤で分解する際に消費される酸化剤の量を酸素量に換算したものである。

ハ　調節弁による流量制御方式は、設備投資が安価であるが、流量を絞った場合に調節弁での動力損失が小さくなる。

ニ　一般に、LNG冷熱の40～50%は、ガス送出圧力エネルギーとして回収しており、残りの未利用の冷熱エネルギーの利用が工夫されている。

ホ　メタンを主成分とする天然ガスは、石油や石炭に比べ、分子中の炭素原子の割合が大きいため、燃焼時の二酸化炭素排出量が最も少ない化石燃料である。""",イ、ニ,イ、ホ,ロ、ハ,ロ、二,ハ、ホ,,,,,ハ、ホ

