問題,回答群１,回答群２,回答群３,回答群４,回答群５,回答群６,回答群７,回答群８,回答群９,正解
"""都市ガスの代表的な付臭剤の特徴をまとめたものである。(イ)～(ハ)にあてはまる語句（付臭剤名）の組合せとして最も適切なものはどれか。
(1)～(5)の選択肢におけるDMSはジメチルサルファイド、THTはテトラヒドロチオフェン、TBMはターシャリーブチルメルカプタンである。

(イ)　分子量　62　　硫黄含有量(質量%)　51.6　　閾值(μg/㎥)　16　　特徵　一般に他の付臭剤と混合して使用している。

(ロ)　分子量　82　　硫黄含有量(質量%)　0　　閾值(μg/㎥)　225.1　　特徵　接着剤、有機溶剤(シンナー)のようなにおい。

(ハ)　分子量　90　　硫黄含有量(質量%)　35.5　　閾值(μg/㎥)　1.1　　特徵　においのインパクトが強い。

* 「閾値」とは、においの付いているガスを徐々に希釈し、においを感じなくなるときの濃度""
",(イ)DMS　　(口)THT　　(ハ)TBM,(イ)THT　　(口)シクロヘキセン　　(ハ)TBM,(イ)シクロヘキセン　　(口)DMS　　(ハ)THT,(イ)TBM　　(口)DMS　　(ハ)THT,(イ)DMS　　(口)シクロヘキセン　　(ハ)TBM,,,,,(イ)DMS　　(口)シクロヘキセン　　(ハ)TBM
"""製造設備の保安及び防災に関する次の記述のうち、いずれも誤っているものの組合せはどれか。

イ　気化装置には、液化ガスが液体のまま気化装置から先へ流出することを防止する逆流防止装置が必要である。

ロ　ガス工作物のガス又は液化ガスを通ずる部分には、点検や修理時等に可燃物を安全に置換できるように、 ガス抜き口や不活性ガスの注入口等を設置しなければならない。

ハ　保安電源として確保する自家発電設備の原動機には、ディーゼル機関やガスタービン等が用いられるが、 確実な始動が必要なため、液体燃料とガスの切り替えが可能なデュアルフューエル型は使用してはならない。

ニ　停電が発生した場合、買電で稼働していたガス製造設備が安全側に移行及び停止していること、保安電源等が正常に作動していることを確認する必要がある。

ホ　保安管理組織を適正に運用するためには、責任権限や相互の意思の疎通、社内手続き等を明確にしておく必要がある。""",イ、ハ,イ、ホ,口、二,口、ホ,ハ、二,,,,,イ、ハ
"""製造設備の建設及び操業に関する次の記述のうち、いずれも誤っているものの組合せはどれか。

イ　製造設備を安全かつ円滑に運転するため、あらかじめ運転管理基準、運転操作要領等を作成し、それに従って関係者の教育訓練、日常の監視及び現場パトロール等を実施し、運転状況を適切に管理する。

口　レベル2地震動とは、供用期間中に発生する確率の高い地震動であり、それに対する耐 震性能評価は、弾性設計法により、耐震上重要な部材に生ずる応力が部材の有する許容応力を超えないことを確認する。

ハ　LNG貯槽内のロールオーバー現象の発生を防止するため、貯槽内LNGの高さ方向の密度分布(温度分布)を監視することが必要である。

ニ　エアフィン式LNG気化器の運転管理項目として、LNGや気化ガスの流量、気温パネルの着氷状態等がある。

ホ　稼働調整方式の一つである圧力制御は、設備から流出する流体の圧力を一定に保つ制御 方法であり、設備負荷を一定に保つことができるが、急激な需要変動に追従できない可能性がある。""",イ、ハ,イ、ニ,口、二,口、ホ,ハ、ホ,,,,,口、ホ
"""製造設備の保全に関する次の記述のうち、いずれも誤っているものの組合せはどれか。

イ　ポンプのインペラのように、材料と流動する液体の界面で気泡の発生と破壊を繰り返すことで生ずる孔食状の腐食は、キャビテーションエロージョンと呼ばれる。

口　超音波探傷試験(UT)は、検査物の片側だけから検査でき、割れのような平面欠陥の検出に適している。

ハ　浸透探傷試験(PT)は、金属、非金属のあらゆる材料の表面欠陥を調べることができる。コンクリートの劣化現象には、大気中の二酸化炭素(CO₂)によるアルカリ化や海水による塩害のほか、冷熱による凍害がある。

ホ　時間計画保全とは、発生した場合の影響度と発生確率で表されるリスクの大小により、優先度をつけて設備の保全を行っていく手法である。""",イ、ロ,イ、ニ,ロ、ハ,ハ、ホ,二、ホ,,,,,二、ホ
"""環境対策及び省エネルギーに関する次の記述のうち、いずれも誤っているものの組合せはどれか。

イ　フューエルNOxの発生は、燃焼雰囲気の温度及び酸素濃度が高いほど、また滞留時間が長いほど増加する傾向がある。

ロ　J-クレジット制度とは、省エネ設備の導入や再生可能エネルギーの活用によるCO₂等の排出削減量や、適切な森林管理によるCO₂等の吸収量を、クレジットとして国が認証する制度である。

ハ　産業廃棄物の処理は、廃棄物を排出する事業者が自ら行うか、廃棄物処理法で定められた委託基準(マニフェストの交付等)に沿って委託処理しなければならない。

ニ　空気分離システムとは、空気を液化分離し、液体窒素、液体酸素及び液体アルゴン等を製造するもので、 LNGを利用するシステムは大幅に電力使用量が節減できる。

ホ　電気エネルギーの管理では、力率を0に近づけると省エネルギー効果を上げることができる。""",イ、ハ,イ、ホ,口、二,口、ホ,ハ、二,,,,,イ、ホ
A点からB点に低圧のガスを供給している導管ABにおいて、A点の圧力は2.2kPa、B点の圧力は2.1kPaであった。今、B点に供給する流量を2倍にした場合、A点の圧力を2.2kPaのままとすると、B点の圧力(kPa)として最も近い値はどれか。ただし、高低差は考慮しないものとする。,2,1.9,1.8,1.7,1.6,,,,,1.8
整圧器に関する次の記述のうち、正しいものはどれか。,整圧器を大規模地区で使用する場合には、できるだけオフセット及びロックアップが小さい動特性の優れた整圧器を選定する。,直動式整圧器は、二次圧力を駆動圧力としているため、作動最小差圧を考慮する必要がある。,流量特性とは、定常状態における流量と二次圧力の関係をいう。,流量がゼロになるとメインバルブは締切状態になる。この時、二次圧力は基準状態よりも高くなるが、この締切圧力と基準二次圧力との差をシフトという。,パイロット式整圧器は、パイロットで二次圧力の小さな変化を増幅してメインガバナーを作動させるため、ロックアップは小さくなる。,,,,,パイロット式整圧器は、パイロットで二次圧力の小さな変化を増幅してメインガバナーを作動させるため、ロックアップは小さくなる。
ガスメーターに関する次の記述のうち、正しいものはどれか。,使用最大流量が16m/hのガスメーターの検定有効期間は、検定を受けた翌月1日から起算して7年である。,マイコンメーターには、内管での少量漏れや口火を連続使用した場合等、30日間連続してガスが流れ続けた場合、ガス漏れ警報を表示する機能がある。,部品の摩耗等により、器差が変化し計量法に規定された使用公差を外れる故障は感度不良である。,クランク軸のさび付き等により、ガスがメーターを通過できない故障は不動である。,メーター出口側の圧力変動が著しくなり、ガスの燃焼状態が不安定になる故障は通り抜けである。,,,,,マイコンメーターには、内管での少量漏れや口火を連続使用した場合等、30日間連続してガスが流れ続けた場合、ガス漏れ警報を表示する機能がある。
外径150mm、管厚5mmの鋼管が内圧0.5MPaを受けるときに生じる軸方向の応力(N/mm²)として最も近い値はどれか。,3.5,3.8,7,7.5,14,,,,,3.5
防食と腐食に関する次の記述のうち、誤っているものはどれか。,導管の防食方法には、塗覆装による措置、絶縁による措置、電気防食による措置等がある。,他防食施設からの干渉による電食は、近接する埋設導管に他防食施設から防食電流の一部が流入し、流出部において発生する腐食である。,鋳鉄管と鋼管が電気的に接続されている場合、鋼管がアノードとなり腐食する傾向がある。,土壌中に埋設された金属材料の表面は、表面状態、組成、環境等のわずかな違いにより、マクロセルが形成され、比較的均一な腐食を引き起こす。,選択排流法は、埋設導管と電気鉄道のレールを電気的に接続し、導管に流れる電流をレールに帰流させる方法である。,,,,,土壌中に埋設された金属材料の表面は、表面状態、組成、環境等のわずかな違いにより、マクロセルが形成され、比較的均一な腐食を引き起こす。
"""導管の工事に関する次の記述のうち、正しいものはいくつあるか。

イ　ポリエチレン管を屋外に保管する際に、紫外線による管材の劣化を防止するため、シートで覆った。

ロ　ポリエチレン管のエレクトロフュージョン (EF) 接合には、 バット融着、 ソケット融着、サドル融着の3種類がある。

ハ　ポリエチレン管は、口径にかかわらずスクイズオフ工具によりガス遮断を行うことができる。

ニ　屋内の露出部に被覆鋼管を用いる場合、管材料の使用温度範囲を超える熱の影響を受けるおそれのある場所に配管してはならない。

ホ　フレキ管で配管する際に、管が釘打ち等によって損傷するおそれがある場所に、ゴムシートを巻いて防護した。""",1,2,3,4,5,,,,,2
溶接と非破壊検査に関する次の記述のうち、誤っているものはどれか。,被覆アーク溶接棒の心線は、大気中に放置すると水分を吸収し、ブローホール等の欠陥の原因となる。,放射線透過試験において、フィルムで露光すると、きずのある部分は健全部より濃度が濃くなる。,融合不良とは、溶接金属と母材又は溶接金属同士が溶着していない状態をいう。,スラグ巻込みとは、スラグが溶接金属に残留したものをいう。,アンダーカットとは、表面における溶接金属と母材の境界の凹みをいう。,,,,,被覆アーク溶接棒の心線は、大気中に放置すると水分を吸収し、ブローホール等の欠陥の原因となる。
導管の維持管理に関する次の記述のうち、誤っているものはどれか。,半導体式ガス検知器は、低濃度での感度が非常に高いため、微量ガスの検知に有効である。,低圧導管の地震時漏えい予防として、反転シール系の更生修理工法を施した。,地中探査レーダーは、地中に向けて電磁波を入射し、埋設管で反射した電磁波を測定することにより、埋設位置を探査する方法である。,中圧導管の腐食による漏えいが発生したので、金属テープによる外面シールを施した。,低圧導管のねじ継手から漏えいが発生したので、恒久修理として樹脂ライニング系の更生修理工法を施した。,,,,,中圧導管の腐食による漏えいが発生したので、金属テープによる外面シールを施した。
地震対策に関する次の記述のうち、誤っているものはどれか。,中・低圧導管では、配管系の地盤変位吸収能力と設計地盤変位とを比較することにより耐震性を評価する。,供給停止判断には、二次災害の防止を最優先とした地震発生直後の第1次緊急停止判断と、経時的に得られる被害情報や緊急時対応能力等に応じて決定する第2次緊急停止判断がある。,SI値は地震による一般的な建物(ビル) の揺れの大きさを評価する指標であり、機械的接合鋼管の被害との相関が高い。,移動式ガス発生設備のうち、空気吸入式(PA式)は、大気中の空気とLPG を混合して都市ガスと同グループのプロパンエアーガスを発生させる。,中圧導管の復旧と低圧導管の復旧は連携をとる必要があり、中圧導管の復旧は低圧導管への送出源となるラインを優先する。,,,,,SI値は地震による一般的な建物(ビル) の揺れの大きさを評価する指標であり、機械的接合鋼管の被害との相関が高い。
ガスの燃焼及び燃焼方式に関する次の記述のうち、誤っているものはどれか。,一般に、供給ガスの発熱量は総発熱量で表す。,混合ガスの燃焼限界は、各可燃性ガスの容積% と燃焼限界から計算で求めることができる。,空気中におけるメタンの着火温度は、プロパンの着火温度より低い。,各燃焼方式にて、二次空気の割合は大きい順に、赤火燃焼式、セミブンゼン燃焼式、ブンゼン燃焼式であり、 炎の温度は低い順に、赤火燃焼式、セミブンゼン燃焼式、ブンゼン燃焼式である。,パルス燃焼のバーナーは、燃焼室と尾管 (排気管)により構成され、コンパクトな燃焼空間で、ガスと空気の混合気を瞬時に燃焼させる。,,,,,空気中におけるメタンの着火温度は、プロパンの着火温度より低い。
ガス燃焼時に生じるフラッシュバックの原因に関する次の記述のうち、誤っているものはどれか。,ガス圧が異常に低下したり、ノズルや器具栓等が詰まって、ガス量が極端に少なくなる。,燃焼機器が設置されている室内の給排気が不良で、二次空気が極端に減少する。,一次空気のダンパーが開きすぎ、一次空気の吸引が多すぎて、混合ガスの燃焼速度が速くなる。,バーナー部分が高温になり、そこを通るガスの温度が上昇し、燃焼速度が速くなる。,"古いバーナーを掃除することにより、腐食された部分が落ち、炎口が大きくなる。
",,,,,燃焼機器が設置されている室内の給排気が不良で、二次空気が極端に減少する。
家庭用ガス温水機器に関する次の記述のうち、誤っているものはどれか。,瞬間湯沸器の給湯能力は号数で表され、1号は約1.75kWである。,BF-DP式ふろがまは、本体天板上部より給気管と排気管を別々に2本立ち上げ、給気筒トップ 排気筒トップを各々設けて接続することにより、バランス燃焼させる。,長期使用製品安全点検制度の見直しによって、現在は屋内式ガス瞬間湯沸器、屋内式ガスふろがまは、同制度の対象品目から削除されている,給湯暖房用熱源機の分類において、2缶3水の「2缶」は燃焼により直接加熱される熱交換器の数を、「3水」は回路(給湯回路、ふろ回路、暖房回路)の数を表している。,潜熱回収型給湯器(エコジョーズ)の凝縮水は、強酸性であるため、中和器で水質が改善された後排出される。,,,,,BF-DP式ふろがまは、本体天板上部より給気管と排気管を別々に2本立ち上げ、給気筒トップ 排気筒トップを各々設けて接続することにより、バランス燃焼させる。
家庭用ガス機器に関する次の記述のうち、誤っているものはどれか。,こんろ、ストーブ及び回転ドラム式衣類乾燥機は、ガス用品に指定されている。,回転ドラム式衣類乾燥機は、開放式ガス機器である。,こんろの焦げ付き消火機能は、鍋が焦げ付き始めると自動消火する機能であり、調理油過熱防止装置の温度センサーが利用されている。,ファンヒーターの室温自動制御機能には、温度センサーとして主にサーミスターが使用されている。,FF暖房機では一般に、給気管は軟質塩化ビニール製、排気管はステンレス鋼板製である。,,,,,こんろ、ストーブ及び回転ドラム式衣類乾燥機は、ガス用品に指定されている。
業務用ガス機器、ガス冷暖房及びコージェネレーションシステム(CGS)に関する次の記述のうち、誤っているものはどれか。,業務用厨房の排気ダクト接続型半密閉式湯沸器には、防火性能評定試験基準に合格している潜熱回収型がある。,マルチ温水機は、30号から50号等の給湯器を複数台設置し、流量負荷に応じて、台数制御して大量給湯を行う。,空調用吸収冷凍機は作動媒体として、冷媒に水、吸収剤に臭化リチウム水溶液を用いている。,ガスエンジンヒートポンプ(GHP)の暖房サイクルでは、室内の熱交換器を凝縮器、室外の熱交換器を蒸発器として利用している。,ガスエンジン式CGSでは、数千kW規模の需要には対応できない。,,,,,ガスエンジン式CGSでは、数千kW規模の需要には対応できない。
換気に関する次の記述のうち、誤っているものはどれか。,自然換気は、自然条件を利用した非常に不安定な換気方法であるため、常時大量の熱や煙を発生するような工場では効果が出ない。,機械換気の方式のうち局所換気方式は、フードの取付け位置や形状等にある程度の制限はあるが、高濃度排気による高い換気効率が得られる。,ガス機器のガス消費量が同じ場合でも、換気扇のフード有無やフードの形状等によって、調理室の必要換気量は変わる。,換気を行うために必要な条件は、空気の排出口があること、空気の流入口があること、空気の流れを起こす力があることである。,自然換気回数は、室の容積分の空気量が1時間に何回自然に入れ替わるかを「回/h」で表したものである。,,,,,自然換気は、自然条件を利用した非常に不安定な換気方法であるため、常時大量の熱や煙を発生するような工場では効果が出ない。
ガス機器の給排気に関する次の記述のうち、誤っているものはどれか。,自然排気式 (CF式)機器の逆風止め(バフラー)には、排気筒の過度なドラフトによる消火や熱効率の低下を防ぐ効果もある。,自然排気式(CF式)機器の排気筒トップ及び排気筒の材料は、不燃性、耐熱性、耐食性のあるものでなければならない。,自然排気式(CF式)ふろがまの排気筒の壁貫通穴を利用して設置できるものとして、自然給排気式(BF式)のBF-DP式ふろがまがある。,強制排気式(FE式)機器を設置する室には、給気口又は開口部は不要である。,屋外式(RF式)機器は、給排気をすべて屋外で行い、室内空気を汚染させないが、建物開口部から室内へ排気ガスが流入しないこと等、設置上の留意点がある。,,,,,強制排気式(FE式)機器を設置する室には、給気口又は開口部は不要である。
ガス機器の安全装置及び安全機能に関する次の記述のうち、誤っているものはどれか。,ガス機器の安全装置は、安全に停止するフェイルセーフを思想として構成されている。,ガス機器の安全装置の搭載は、法令で規定されていないものもある。,不完全燃焼防止装置は、現在販売されている全ての家庭用ガス機器に搭載されている。,立ち消え安全装置には、熱電対式とフレームロッド式がある。,現在販売されている開放式小型湯沸器には、機器の使用が10万回を超えるとランプ表示等でお知らせするタイムスタンプ機能が搭載されている。,,,,,不完全燃焼防止装置は、現在販売されている全ての家庭用ガス機器に搭載されている。
ガス栓、接続具及び警報器に関する次の記述のうち、誤っているものはどれか。,シリンダーとヒューズボール等から構成されているガス栓のヒューズ機構では、ガス栓が誤開放されるとヒューズボール等が通過孔をふさぐことによりガスを遮断する。,ガス機器のホースエンドロに器具用スリムプラグを取りつけることで、ガスコードを使って、ガスコンセントと接続することができる。,都市ガス用のガス警報器には、一過性のガスによる警報を防止するため、一定時間連続してガスを検知した後に警報する遅延警報型がある。,家庭用のCO警報器のCOセンサーには、アルコールの影響を抑えるため活性炭フィルターが内蔵されている。,業務用換気警報器は、天井より30cm以内の高さに設置する。,,,,,業務用換気警報器は、天井より30cm以内の高さに設置する。
